FIGHTER,HEIGHT,WEIGHT,REACH,STANCE,DOB,URL,Has_fight,AGE_DAYS,AGE
Ryan Benoit,65.0,125.0,68.0,Orthodox,1989-08-25,http://ufcstats.com/fighter-details/20999e27ddd94bda,True,12829.0,35
Steve Berger,71.0,170.0,,Orthodox,1973-05-20,http://ufcstats.com/fighter-details/21b1132949f2a9b0,True,18770.0,51
Keith Berish,72.0,205.0,,Orthodox,1985-11-14,http://ufcstats.com/fighter-details/e3779ef06e98f185,True,14209.0,38
Dennis Bermudez,66.0,155.0,66.0,Orthodox,1986-12-13,http://ufcstats.com/fighter-details/6f242453c91a5af0,True,13815.0,37
Manny Bermudez,70.0,145.0,71.0,Orthodox,1994-07-16,http://ufcstats.com/fighter-details/2dc1bc1a02961656,True,11043.0,30
Talita Bernardo,64.0,135.0,68.0,Orthodox,1987-03-04,http://ufcstats.com/fighter-details/5b2325cd70dbe2ea,True,13734.0,37
Dieusel Berto,69.0,200.0,,,,http://ufcstats.com/fighter-details/0db70ca89e1c7374,True,,0
Allen Berube,68.0,155.0,,Orthodox,1974-08-25,http://ufcstats.com/fighter-details/aebfb84d1f6d2d8c,True,18308.0,50
Scott Bessac,76.0,245.0,,,,http://ufcstats.com/fighter-details/3f24c96753dbd9f9,True,,0
Matt Bessette,70.0,145.0,70.0,Orthodox,1984-12-28,http://ufcstats.com/fighter-details/0b8d512c79b4baf3,True,14530.0,39
Arjan Bhullar,73.0,245.0,75.0,Orthodox,1986-05-13,http://ufcstats.com/fighter-details/7e511f8d842a109d,True,14029.0,38
KB Bhullar,76.0,185.0,78.0,Switch,1991-10-12,http://ufcstats.com/fighter-details/9cd047a828dd7515,True,12051.0,32
Bibulatov Magomed,65.0,125.0,65.0,Orthodox,1988-08-22,http://ufcstats.com/fighter-details/87f19d19f4cb73f8,True,13197.0,36
David Bielkheden,70.0,155.0,71.0,Orthodox,1979-06-06,http://ufcstats.com/fighter-details/1efa064872f089d0,True,16562.0,45
Blake Bilder,68.0,145.0,68.0,Switch,1990-07-12,http://ufcstats.com/fighter-details/5095b0920a3602aa,True,12508.0,34
Anthony Birchak,68.0,135.0,69.0,Orthodox,1986-05-16,http://ufcstats.com/fighter-details/c5a126ace82a6025,True,14026.0,38
Michael Bisping,73.0,185.0,75.0,Orthodox,1979-02-28,http://ufcstats.com/fighter-details/2b93ebd9f5417ad2,True,16660.0,45
Amaury Bitetti,69.0,185.0,,Orthodox,,http://ufcstats.com/fighter-details/7a359ef685a304a7,True,,0
Jan Blachowicz,74.0,205.0,78.0,Orthodox,1983-02-24,http://ufcstats.com/fighter-details/99df7d0a2a08a8a8,True,15203.0,41
Jason Black,68.0,155.0,,Orthodox,1972-07-15,http://ufcstats.com/fighter-details/b2f743746e8dcfa2,True,19079.0,52
Brad Blackburn,70.0,170.0,73.0,Orthodox,1977-05-25,http://ufcstats.com/fighter-details/7e69a4b0961aa555,True,17304.0,47
Tom Blackledge,,205.0,,Orthodox,,http://ufcstats.com/fighter-details/2adb11835acd815b,True,,0
Da'Mon Blackshear,70.0,135.0,72.0,Switch,1994-08-12,http://ufcstats.com/fighter-details/da22387a0407a2dc,True,11016.0,30
Erin Blanchfield,64.0,125.0,66.0,Orthodox,1999-05-04,http://ufcstats.com/fighter-details/669970f7feba8ecd,True,9290.0,25
Maximo Blanco,68.0,145.0,71.0,Orthodox,1983-10-16,http://ufcstats.com/fighter-details/4a1329cc8eb0928a,True,14969.0,40
Curtis Blaydes,76.0,265.0,80.0,Orthodox,1991-02-18,http://ufcstats.com/fighter-details/fa6796c55d6c5440,True,12287.0,33
Tereza Bleda,69.0,125.0,71.0,Orthodox,2001-11-30,http://ufcstats.com/fighter-details/59c438c81fbf3ece,True,8349.0,22
Byron Bloodworth,68.0,135.0,,Orthodox,1983-08-16,http://ufcstats.com/fighter-details/ecdf14f4f8643d39,True,15030.0,41
Dan Bobish,74.0,345.0,,Southpaw,1970-01-26,http://ufcstats.com/fighter-details/f348d05403fad037,True,19980.0,54
Mark Bocek,68.0,155.0,75.0,Orthodox,1981-10-24,http://ufcstats.com/fighter-details/cf9d24e4bd0cf2ce,True,15691.0,42
Kyle Bochniak,67.0,145.0,70.0,Orthodox,1987-02-05,http://ufcstats.com/fighter-details/c5af5750e8bae4f0,True,13761.0,37
James Bochnovic,76.0,205.0,81.0,Orthodox,1989-02-13,http://ufcstats.com/fighter-details/984d15d5dc7bfcf9,True,13022.0,35
Tim Boetsch,72.0,185.0,74.0,Orthodox,1981-01-28,http://ufcstats.com/fighter-details/c80095f6092271a7,True,15960.0,43
Galore Bofando,71.0,170.0,72.0,Switch,1982-05-22,http://ufcstats.com/fighter-details/8a56ea383fd26e52,True,15481.0,42
Roman Bogatov,68.0,155.0,73.0,Orthodox,1990-12-15,http://ufcstats.com/fighter-details/d61316139d68dbe3,True,12352.0,33
Jerry Bohlander,71.0,199.0,,Orthodox,1974-02-12,http://ufcstats.com/fighter-details/93892752c5fc23ca,True,18502.0,50
Mandy Bohm,67.0,125.0,71.0,Orthodox,1989-07-30,http://ufcstats.com/fighter-details/297a2b35444c245b,True,12855.0,35
Gaston Bolanos,67.0,135.0,69.0,Orthodox,1992-09-14,http://ufcstats.com/fighter-details/96924b0019b3aff1,True,11713.0,32
Denys Bondar,66.0,125.0,69.0,Orthodox,1992-06-27,http://ufcstats.com/fighter-details/2526be54e6a0e62a,True,11792.0,32
Gabriel Bonfim,73.0,170.0,72.0,Orthodox,1997-08-20,http://ufcstats.com/fighter-details/01641ba5df0c69b0,True,9912.0,27
Ismael Bonfim,68.0,155.0,71.0,Orthodox,1995-12-28,http://ufcstats.com/fighter-details/eb393afdbe3293d5,True,10513.0,28
Jesse Bongfeldt,72.0,185.0,,Orthodox,1980-08-28,http://ufcstats.com/fighter-details/934de214814b8ff4,True,16113.0,44
Stephan Bonnar,76.0,205.0,79.0,Orthodox,1977-04-04,http://ufcstats.com/fighter-details/c6a33ff198aaaeeb,True,17355.0,47
Rogerio Bontorin,65.0,125.0,67.0,Orthodox,1992-04-25,http://ufcstats.com/fighter-details/07a2bdaa0afdd831,True,11855.0,32
Ray Borg,64.0,135.0,63.0,Orthodox,1993-08-04,http://ufcstats.com/fighter-details/a4de54ea806fb525,True,11389.0,31
Kevin Borjas,65.0,125.0,68.0,Orthodox,1997-12-06,http://ufcstats.com/fighter-details/34b96d52db1d26e6,True,9804.0,26
Caio Borralho,73.0,185.0,75.0,Southpaw,1993-01-16,http://ufcstats.com/fighter-details/4126a78111c0855a,True,11589.0,31
Viacheslav Borshchev,71.0,155.0,69.0,Orthodox,1992-01-08,http://ufcstats.com/fighter-details/19c591115a58982c,True,11963.0,32
Tanner Boser,74.0,205.0,75.0,Orthodox,1991-08-02,http://ufcstats.com/fighter-details/04c8b08b16a5b99e,True,12122.0,33
Steve Bosse,71.0,205.0,72.0,Orthodox,1981-07-29,http://ufcstats.com/fighter-details/e023fa2e648ea0f1,True,15778.0,43
Marcus Bossett,73.0,215.0,,Orthodox,,http://ufcstats.com/fighter-details/e8fb8e53bc2e29d6,True,,0
Poliana Botelho,68.0,125.0,67.0,Orthodox,1988-12-15,http://ufcstats.com/fighter-details/5c126c6aac3ef364,True,13082.0,35
Tai Bowden,71.0,230.0,,,,http://ufcstats.com/fighter-details/2efbc83a6b9b7f86,True,,0
Melton Bowen,72.0,225.0,,Orthodox,1969-07-16,http://ufcstats.com/fighter-details/81ca2c245b19b3c5,True,20174.0,55
Brian Bowles,67.0,135.0,70.0,Orthodox,1980-06-22,http://ufcstats.com/fighter-details/b26d3e3746fb4024,True,16180.0,44
Roger Bowling,69.0,155.0,68.0,Orthodox,1982-12-05,http://ufcstats.com/fighter-details/3b9f723e2720a238,True,15284.0,41
Kyle Bradley,69.0,155.0,71.0,Orthodox,1982-08-19,http://ufcstats.com/fighter-details/a6959da32f0e6b5d,True,15392.0,42
Paul Bradley,69.0,170.0,,Orthodox,1983-06-13,http://ufcstats.com/fighter-details/c7011de4765d2497,True,15094.0,41
Sean Brady,70.0,170.0,72.0,Orthodox,1992-11-23,http://ufcstats.com/fighter-details/45f7cb591c3ab00b,True,11643.0,31
Ebenezer Fontes Braga,72.0,199.0,,Orthodox,1969-04-14,http://ufcstats.com/fighter-details/dc950d59dc590aca,True,20267.0,55
Ramiz Brahimaj,70.0,170.0,72.0,Orthodox,1992-11-17,http://ufcstats.com/fighter-details/3d074044a33825e7,True,11649.0,31
Joe Brammer,68.0,155.0,,Orthodox,1983-08-23,http://ufcstats.com/fighter-details/013da757877044a2,True,15023.0,41
David Branch,73.0,185.0,78.0,Orthodox,1981-09-26,http://ufcstats.com/fighter-details/d2c55d1d2e67773b,True,15719.0,43
Diego Brandao,67.0,145.0,64.0,Orthodox,1987-05-27,http://ufcstats.com/fighter-details/c2e3e67b5911bfb7,True,13650.0,37
Bruna Brasil,66.0,115.0,65.0,Orthodox,1993-09-07,http://ufcstats.com/fighter-details/7138a15258dabf20,True,11355.0,31
Martin Bravo,68.0,145.0,71.0,Southpaw,1993-09-21,http://ufcstats.com/fighter-details/9c44f290f5726d95,True,11341.0,31
Mike Breeden,70.0,155.0,70.0,Orthodox,1989-04-21,http://ufcstats.com/fighter-details/d80ee110748171ac,True,12955.0,35
Tom Breese,75.0,185.0,73.0,Southpaw,1991-09-26,http://ufcstats.com/fighter-details/1588b787bda7b540,True,12067.0,33
Elves Brener,70.0,155.0,72.0,Orthodox,1997-09-27,http://ufcstats.com/fighter-details/48a9a128784d53d1,True,9874.0,27
Chris Brennan,68.0,170.0,,Orthodox,1971-10-12,http://ufcstats.com/fighter-details/b19fc66613dc75b9,True,19356.0,52
Charlie Brenneman,70.0,155.0,70.0,Orthodox,1981-02-09,http://ufcstats.com/fighter-details/98f6da59d765ec94,True,15948.0,43
Jason Brilz,71.0,205.0,71.0,Orthodox,1975-07-07,http://ufcstats.com/fighter-details/497ba5b12a4bfc47,True,17992.0,49
Marcus Brimage,64.0,135.0,71.0,Southpaw,1985-04-06,http://ufcstats.com/fighter-details/81801f57bd0a7c41,True,14431.0,39
Aaron Brink,75.0,205.0,,Orthodox,1974-11-12,http://ufcstats.com/fighter-details/cf1a88371c8cb690,True,18229.0,49
Henry Briones,68.0,135.0,69.0,Orthodox,1980-10-22,http://ufcstats.com/fighter-details/01fcef7e3d051722,True,16058.0,43
Joanderson Brito,68.0,145.0,72.0,Orthodox,1995-02-11,http://ufcstats.com/fighter-details/791c8437b341fba5,True,10833.0,29
Jonathan Brookins,72.0,145.0,74.0,Southpaw,1985-08-13,http://ufcstats.com/fighter-details/b0a6124751a56bc4,True,14302.0,39
Will Brooks,70.0,155.0,72.0,Orthodox,1986-10-08,http://ufcstats.com/fighter-details/b6e6c3b1dcaae0a1,True,13881.0,38
Jarred Brooks,63.0,125.0,62.0,Switch,1993-05-02,http://ufcstats.com/fighter-details/81d9df19e255b8b6,True,11483.0,31
Rob Broughton,74.0,265.0,74.0,Orthodox,1983-03-03,http://ufcstats.com/fighter-details/a7d687e6ecb30981,True,15196.0,41
Matt Brown,72.0,170.0,75.0,Orthodox,1981-01-10,http://ufcstats.com/fighter-details/31123249b0bbf52e,True,15978.0,43
Mike Brown,66.0,145.0,70.0,Orthodox,1975-09-08,http://ufcstats.com/fighter-details/e0b74df14f52cd15,True,17929.0,49
Todd Brown,71.0,205.0,,Orthodox,1976-12-13,http://ufcstats.com/fighter-details/9b68bf67c5695185,True,17467.0,47
Randy Brown,75.0,170.0,78.0,Orthodox,1990-07-08,http://ufcstats.com/fighter-details/c6aee362c7a7d482,True,12512.0,34
Damien Brown,70.0,155.0,68.0,Orthodox,1984-12-25,http://ufcstats.com/fighter-details/d024ed963e8bf7ea,True,14533.0,39
TJ Brown,69.0,145.0,72.0,Switch,1990-05-22,http://ufcstats.com/fighter-details/d31cbcdd7d69536d,True,12559.0,34
Humberto Brown Morrison,70.0,145.0,,,1984-11-03,http://ufcstats.com/fighter-details/e9e7e1c8ff289e1b,True,14585.0,39
Travis Browne,78.0,255.0,79.0,Orthodox,1982-07-17,http://ufcstats.com/fighter-details/3236bf606fe9fa5b,True,15425.0,42
Junie Browning,69.0,155.0,,Orthodox,1984-05-12,http://ufcstats.com/fighter-details/d74cba8566291bfa,True,14760.0,40
Jules Bruchez,72.0,205.0,,Southpaw,1977-08-16,http://ufcstats.com/fighter-details/d1dcd4e96464a53d,True,17221.0,47
Cody Brundage,72.0,185.0,72.0,Orthodox,1994-05-16,http://ufcstats.com/fighter-details/f14f644d41ade29f,True,11104.0,30
Steve Bruno,70.0,170.0,,Orthodox,1981-11-03,http://ufcstats.com/fighter-details/2f3f12002564bb55,True,15681.0,42
Fernando Bruno,66.0,145.0,,,1982-02-24,http://ufcstats.com/fighter-details/b8c0f30ee9a98b69,True,15568.0,42
Derek Brunson,73.0,185.0,77.0,Southpaw,1984-01-04,http://ufcstats.com/fighter-details/b1a3e0aca758b322,True,14889.0,40
Josh Bryant,70.0,185.0,,Orthodox,1980-04-23,http://ufcstats.com/fighter-details/01f022fa494188e2,True,16240.0,44
Robert Bryczek,72.0,185.0,75.0,Orthodox,1990-07-04,http://ufcstats.com/fighter-details/f96856f9d69fd7e4,True,12516.0,34
Lukasz Brzeski,76.0,236.0,78.0,Orthodox,1992-05-17,http://ufcstats.com/fighter-details/0c25d0a5e8cdbf19,True,11833.0,32
Justin Buchholz,72.0,155.0,73.0,Orthodox,1983-08-22,http://ufcstats.com/fighter-details/231926533134ec1f,True,15024.0,41
Joaquin Buckley,70.0,170.0,76.0,Southpaw,1994-04-27,http://ufcstats.com/fighter-details/b9437600497350f3,True,11123.0,30
Martin Buday,76.0,265.0,77.0,Orthodox,1991-11-11,http://ufcstats.com/fighter-details/8eb046f83e82bf26,True,12021.0,32
Dylan Budka,72.0,185.0,75.0,Switch,2000-01-14,http://ufcstats.com/fighter-details/a817e238b2747404,True,9035.0,24
Mayra Bueno Silva,66.0,135.0,66.0,Orthodox,1991-08-22,http://ufcstats.com/fighter-details/cc8c623cca88f54f,True,12102.0,33
Paul Buentello,74.0,245.0,77.0,Orthodox,1974-01-16,http://ufcstats.com/fighter-details/f0abbb6f3444dae7,True,18529.0,50
Modestas Bukauskas,75.0,205.0,78.0,Switch,1994-02-10,http://ufcstats.com/fighter-details/476fe566d2df676e,True,11199.0,30
Felipe Bunes,67.0,125.0,69.0,Orthodox,1989-10-29,http://ufcstats.com/fighter-details/53c10176e3bc7416,True,12764.0,34
Shane Burgos,71.0,145.0,75.0,Orthodox,1991-03-19,http://ufcstats.com/fighter-details/98d961097baaf308,True,12258.0,33
Joshua Burkman,70.0,170.0,72.0,Orthodox,1980-04-10,http://ufcstats.com/fighter-details/6da99156486ed6c2,True,16253.0,44
Mads Burnell,68.0,145.0,69.0,Orthodox,1994-03-06,http://ufcstats.com/fighter-details/69f01b25dfabaf6b,True,11175.0,30
Mikey Burnett,66.0,170.0,,Orthodox,1974-04-12,http://ufcstats.com/fighter-details/4c805f5f58a75df0,True,18443.0,50
Kevin Burns,70.0,170.0,74.0,Orthodox,1980-03-03,http://ufcstats.com/fighter-details/a6d8bfe9e0c8153b,True,16291.0,44
Gilbert Burns,70.0,170.0,71.0,Orthodox,1986-07-20,http://ufcstats.com/fighter-details/23024fdfc966410a,True,13961.0,38
Herbert Burns,69.0,145.0,73.0,Orthodox,1988-02-02,http://ufcstats.com/fighter-details/4f140403000158b5,True,13399.0,36
Nah-Shon Burrell,71.0,170.0,,Orthodox,1990-02-05,http://ufcstats.com/fighter-details/2c64c035485906aa,True,12665.0,34
Bubba Bush,72.0,185.0,,Orthodox,1985-07-24,http://ufcstats.com/fighter-details/132505067f08c54d,True,14322.0,39
Dakota Bush,70.0,155.0,73.0,Orthodox,1994-06-09,http://ufcstats.com/fighter-details/3033c1c080672475,True,11080.0,30
Murilo Bustamante,74.0,183.0,,Orthodox,1966-07-30,http://ufcstats.com/fighter-details/85d905f7c4f5a1af,True,21256.0,58
Todd Butler,73.0,200.0,,Southpaw,,http://ufcstats.com/fighter-details/3fed746acfd026dd,True,,0
Jesse Butler,70.0,135.0,73.0,Orthodox,1992-05-24,http://ufcstats.com/fighter-details/a75a48bfe776b2c2,True,11826.0,32
JP Buys,65.0,135.0,67.0,Orthodox,1996-04-30,http://ufcstats.com/fighter-details/0b362247806341e5,True,10389.0,28
Dennis Buzukja,69.0,145.0,70.0,Switch,1997-10-01,http://ufcstats.com/fighter-details/c4d039123e62f6a9,True,9870.0,27
Charles Byrd,70.0,185.0,73.0,Orthodox,1983-10-11,http://ufcstats.com/fighter-details/76ee3d666c648f6b,True,14974.0,40
Steve Byrnes,72.0,170.0,,Orthodox,,http://ufcstats.com/fighter-details/43612456979e5d5e,True,,0
Yan Cabral,71.0,155.0,73.0,Orthodox,1983-05-13,http://ufcstats.com/fighter-details/7cdd3e5d3aa9cb39,True,15125.0,41
Alex Caceres,70.0,145.0,73.0,Southpaw,1988-06-20,http://ufcstats.com/fighter-details/7aa3d6964eff4877,True,13260.0,36
Vince Cachero,66.0,145.0,68.0,Orthodox,1989-11-07,http://ufcstats.com/fighter-details/ed2a8cc402173781,True,12755.0,34
Priscila Cachoeira,67.0,125.0,65.0,Orthodox,1988-08-19,http://ufcstats.com/fighter-details/b1e5bcaad32a3cac,True,13200.0,36
Cynthia Calvillo,64.0,115.0,64.0,Orthodox,1987-07-13,http://ufcstats.com/fighter-details/98215d037be5bcb7,True,13603.0,37
Frank Camacho,70.0,155.0,73.0,Orthodox,1989-05-18,http://ufcstats.com/fighter-details/764342d39cdaa54a,True,12928.0,35
Fabricio Camoes,70.0,155.0,71.0,Orthodox,1978-12-23,http://ufcstats.com/fighter-details/7abe471b61725980,True,16727.0,45
Chris Camozzi,74.0,185.0,75.0,Orthodox,1986-11-20,http://ufcstats.com/fighter-details/6c2030e0a143a94b,True,13838.0,37
Brian Camozzi,74.0,170.0,78.0,Orthodox,1991-06-24,http://ufcstats.com/fighter-details/1999ffb5cebc314f,True,12161.0,33
Shane Campbell,72.0,155.0,71.0,Orthodox,1987-01-21,http://ufcstats.com/fighter-details/784285b7ae7dd85f,True,13776.0,37
Charlie Campbell,72.0,155.0,72.0,Orthodox,1995-07-03,http://ufcstats.com/fighter-details/b39f7a6c2be17ee8,True,10691.0,29
John Campetella,69.0,235.0,,Orthodox,,http://ufcstats.com/fighter-details/31bbd46d57dfbcb7,True,,0
Wagner Campos,66.0,145.0,,Southpaw,1981-07-31,http://ufcstats.com/fighter-details/db6d5f691aea3fd3,True,15776.0,43
Will Campuzano,69.0,125.0,70.0,Orthodox,1986-05-27,http://ufcstats.com/fighter-details/901cddcbfa079097,True,14015.0,38
Aleksa Camur,73.0,205.0,74.0,Orthodox,1995-09-25,http://ufcstats.com/fighter-details/c2a670b22d2e196f,True,10607.0,29
Chico Camus,66.0,125.0,66.0,Orthodox,1985-01-26,http://ufcstats.com/fighter-details/32be4b7f7de1c905,True,14501.0,39
Asbel Cancio,70.0,225.0,,,,http://ufcstats.com/fighter-details/2a7afe14b3a0a058,True,,0
Carlos Candelario,68.0,125.0,68.0,Southpaw,1991-06-04,http://ufcstats.com/fighter-details/760a55d5b6098cbe,True,12181.0,33
Luiz Cane,74.0,185.0,77.0,Southpaw,1981-04-24,http://ufcstats.com/fighter-details/24b033b3daf1c9df,True,15874.0,43
Guido Cannetti,66.0,135.0,68.0,Southpaw,1979-12-19,http://ufcstats.com/fighter-details/d05412b513b19621,True,16366.0,44
Jared Cannonier,71.0,185.0,77.0,Switch,1984-03-16,http://ufcstats.com/fighter-details/13a0275fa13c4d26,True,14817.0,40
Steve Cantwell,74.0,185.0,75.0,Orthodox,1986-12-08,http://ufcstats.com/fighter-details/f1f9e48a0d150757,True,13820.0,37
Frank Caracci,,,,,,http://ufcstats.com/fighter-details/44f9c777fed7ca03,True,,0
Bryan Caraway,68.0,135.0,68.0,Orthodox,1984-08-04,http://ufcstats.com/fighter-details/5ef0088c1b19beeb,True,14676.0,40
Chris Cariaso,63.0,125.0,64.0,Southpaw,1981-05-27,http://ufcstats.com/fighter-details/b2e3aca4cd363477,True,15841.0,43
Rafael Carino,80.0,245.0,,Orthodox,,http://ufcstats.com/fighter-details/08a7080ff5904661,True,,0
Antonio Carlos Junior,74.0,185.0,79.0,Orthodox,1990-03-16,http://ufcstats.com/fighter-details/52e76bb4b3e852f3,True,12626.0,34
Spike Carlyle,68.0,145.0,71.0,Switch,1993-05-06,http://ufcstats.com/fighter-details/be68b375707dcb85,True,11479.0,31
Francis Carmont,75.0,205.0,78.0,Orthodox,1981-10-11,http://ufcstats.com/fighter-details/3591d0d5d382a381,True,15704.0,42
Liz Carmouche,66.0,125.0,66.0,Orthodox,1984-02-19,http://ufcstats.com/fighter-details/51a0c09cbe9b8472,True,14843.0,40
Roan Carneiro,71.0,170.0,76.0,Orthodox,1978-06-02,http://ufcstats.com/fighter-details/1c86754617d9813a,True,16931.0,46
Ariane Carnelossi,62.0,115.0,61.0,Orthodox,1992-11-17,http://ufcstats.com/fighter-details/c0d5c0c95c59050b,True,11649.0,31
Luana Carolina,66.0,125.0,69.0,Orthodox,1993-06-11,http://ufcstats.com/fighter-details/528b071cf3da7c56,True,11443.0,31
Clayton Carpenter,66.0,125.0,66.0,Orthodox,1996-06-09,http://ufcstats.com/fighter-details/b62d5280966b2460,True,10349.0,28
Cain Carrizosa,68.0,155.0,,Orthodox,1986-07-22,http://ufcstats.com/fighter-details/064b7dc68d786254,True,13959.0,38
Shonie Carter,70.0,170.0,,Southpaw,1972-05-03,http://ufcstats.com/fighter-details/7b6e40a73b567072,True,19152.0,52
Antonio Carvalho,69.0,145.0,70.0,Orthodox,1979-05-30,http://ufcstats.com/fighter-details/fef3d17e27e916e7,True,16569.0,45
Shane Carwin,74.0,265.0,80.0,Orthodox,1975-01-04,http://ufcstats.com/fighter-details/68dd7b3783c19f9c,True,18176.0,49
Johnny Case,70.0,155.0,72.0,Orthodox,1989-06-28,http://ufcstats.com/fighter-details/1f4b04a926ef1287,True,12887.0,35
Kevin Casey,71.0,185.0,77.0,Southpaw,1981-06-15,http://ufcstats.com/fighter-details/8d9586726252dbf7,True,15822.0,43
Cortney Casey,67.0,125.0,67.0,Orthodox,1987-05-05,http://ufcstats.com/fighter-details/5f179af5fffeb9f6,True,13672.0,37
Dwayne Cason,70.0,212.0,,Orthodox,,http://ufcstats.com/fighter-details/31c01fbc2586a5eb,True,,0
John Castaneda,66.0,135.0,71.0,Switch,1991-12-18,http://ufcstats.com/fighter-details/5fa2974cbd18e05c,True,11984.0,32
Gil Castillo,69.0,170.0,,Southpaw,1965-10-21,http://ufcstats.com/fighter-details/31ceaf0e670c1578,True,21538.0,58
Danny Castillo,69.0,155.0,71.0,Orthodox,1979-08-25,http://ufcstats.com/fighter-details/d1e7fc58d4225cdf,True,16482.0,45
Nick Catone,72.0,185.0,72.0,Southpaw,1981-09-01,http://ufcstats.com/fighter-details/f8fe2053d73d7bcf,True,15744.0,43
Luke Caudillo,67.0,155.0,,Orthodox,1980-11-30,http://ufcstats.com/fighter-details/68d76fd9ecf7431d,True,16019.0,43
Rafael Cavalcante,73.0,205.0,74.0,Orthodox,1980-04-14,http://ufcstats.com/fighter-details/5c1ca0c72b599a3c,True,16249.0,44
Jacqueline Cavalcanti,68.0,135.0,70.0,Orthodox,1997-08-29,http://ufcstats.com/fighter-details/e3964ece586e0635,True,9903.0,27
Magnus Cedenblad,77.0,185.0,79.0,Orthodox,1982-04-10,http://ufcstats.com/fighter-details/0e21976afc92e4d1,True,15523.0,42
Yosdenis Cedeno,68.0,155.0,69.0,Orthodox,1985-02-12,http://ufcstats.com/fighter-details/3e61082025db8137,True,14484.0,39
Henry Cejudo,64.0,135.0,64.0,Orthodox,1987-02-09,http://ufcstats.com/fighter-details/056c493bbd76a918,True,13757.0,37
Adam Cella,74.0,170.0,,,1985-06-26,http://ufcstats.com/fighter-details/b27b8881d7444114,True,14350.0,39
Katlyn Cerminara,69.0,125.0,68.0,Orthodox,1988-12-28,http://ufcstats.com/fighter-details/e872e9a9a902c045,True,13069.0,35
Donald Cerrone,73.0,155.0,73.0,Orthodox,1983-03-29,http://ufcstats.com/fighter-details/1d00756835ca67c9,True,15170.0,41
Luan Chagas,72.0,170.0,75.0,Orthodox,1993-06-17,http://ufcstats.com/fighter-details/9ccf8371fd80d45d,True,11437.0,31
Edgar Chairez,67.0,125.0,71.0,Orthodox,1996-01-27,http://ufcstats.com/fighter-details/5ef94841c4bc3f86,True,10483.0,28
Ansar Chalangov,69.0,170.0,,Orthodox,1979-10-30,http://ufcstats.com/fighter-details/7342fcc41a4817fa,True,16416.0,44
Alex Chambers,63.0,115.0,63.0,Southpaw,1978-10-25,http://ufcstats.com/fighter-details/26b63bc5c0c1f65d,True,16786.0,45
Michael Chandler,68.0,155.0,71.0,Orthodox,1986-04-24,http://ufcstats.com/fighter-details/4b93a88f3b1de35b,True,14048.0,38
Chelsea Chandler,68.0,135.0,68.0,Southpaw,1990-11-23,http://ufcstats.com/fighter-details/af9efbfd63d39734,True,12374.0,33
Donnie Chappell,71.0,178.0,,Southpaw,,http://ufcstats.com/fighter-details/8788beb528894f33,True,,0
Joe Charles,73.0,260.0,,Southpaw,,http://ufcstats.com/fighter-details/19ffeb5e3fffd6d5,True,,0
